n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda
583,8,0.04270925075174244,0.9995796712415522,0.6062148141669492,1,0.07305507728407049,0.014678934046772035,0.694806394526935
